Channel_DNA,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05MeasureImageQuality,FileName_DNA,Frame_DNA,Group_Index,Group_Number,Height_DNA,ImageNumber,ImageQuality_Correlation_DNA_20,ImageQuality_FocusScore_DNA,ImageQuality_LocalFocusScore_DNA_20,ImageQuality_MADIntensity_DNA,ImageQuality_MaxIntensity_DNA,ImageQuality_MeanIntensity_DNA,ImageQuality_MedianIntensity_DNA,ImageQuality_MinIntensity_DNA,ImageQuality_PercentMaximal_DNA,ImageQuality_PercentMinimal_DNA,ImageQuality_Scaling_DNA,ImageQuality_StdIntensity_DNA,ImageQuality_ThresholdOtsu_DNA_2W,ImageQuality_TotalIntensity_DNA,ImageQuality_TotalVolume_DNA,ImageSet_ImageSet,MD5Digest_DNA,Metadata_FileLocation,Metadata_Frame,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05MeasureImageQuality,PathName_DNA,Scaling_DNA,Series_DNA,URL_DNA,Width_DNA
-1,0.0,0.0,0.3400000000000034,0.0,13.969999999999999,109.v3dpbd.tiff,0,11,1,60,11,0.06540329037520459,0.031481084702002636,0.029771724269562556,0.0039215693,1.0,0.021396196408963484,0.015686275,0.003921569,0.006617408000392597,3.450560371004251e-05,255,0.025953332,0.029346332470359,558071.0,26082720,b'eLuaVK0fG00+9Ck4DSxBWK/MOKUgKUUPJAsuMWFuBwYJyE2YZSuIgShfwYECZIDDE0gDQ9kOAKGtj4s=',cfd297cb833187668b475db6d98d7912,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/109/109.v3dpbd.tiff,0,0,0,0,0,0,0,/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/109,255,0,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/109/109.v3dpbd.tiff,708
-1,0.0,0.0,0.8100000000000023,0.0,52.62000000000003,11.v3dpbd.tiff,0,12,1,421,12,0.012501171639655072,0.33405566309925044,1.211713328017382,0.0,1.0,4.856825585130667e-05,0.0,0.0,0.0003738676823690396,99.839787237087,255,0.004027965,0.06250095320542157,5339.2026,109931941,b'eLuaVK0fG00+9Ck4DYFIr8w4pSApRQ8kBy4vYS4HBgjIRZglK4iBKF3BQQJkgEMTSAPD2A4AkBmPGw==',0fed250ab0164983be932114fbcc2c12,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/11/11.v3dpbd.tiff,0,0,0,0,0,0,0,/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/11,255,0,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/11/11.v3dpbd.tiff,511
-1,0.0,0.0,0.5199999999999818,0.0,22.129999999999995,110.v3dpbd.tiff,0,13,1,155,13,0.25927304449542127,0.0014810772138288467,0.07587166780847686,0.0,1.0,0.11578492785404718,0.11372549,0.0,2.317123356232691e-06,0.0014366164808642685,255,0.013095282,0.16001731064879046,4996925.5,43156960,b'eLuaVK0fG00+9Ck4DQ1AWK/MOKUgKUUPJAsuMWFuBwYJyE2YZSuIgShfwYECZIDDE0gDQ9kOAJw/j3s=',fdb71dc81a2c94c63340fa77062c1c9e,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/110/110.v3dpbd.tiff,0,0,0,0,0,0,0,/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/110,255,0,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/110/110.v3dpbd.tiff,452
-1,0.0,0.0,0.42000000000007276,0.0,28.829999999999927,111.v3dpbd.tiff,0,14,1,161,14,0.05266399924655281,0.0009340650627585408,0.00621219211659861,0.0,1.0,0.13306083248728273,0.12941177,0.0,3.6827507614455475e-06,0.0011858457451854663,255,0.0111484295,0.14704576122453744,7226165.5,54307232,b'eLuaVK0fG00+9Ck4DQ1BWK/MOKUgKUUPJAsuMWFuBwYJyE2YZSuIgShfwYECZIDDE0gDQ9kOAJztj30=',8b83644714b7e978c8fb4771b0c68cab,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/111/111.v3dpbd.tiff,0,0,0,0,0,0,0,/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/111,255,0,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/111/111.v3dpbd.tiff,508
-1,0.0,0.0,0.5499999999999545,0.0,14.389999999999986,112.v3dpbd.tiff,0,15,1,118,15,0.3087306687008325,0.0029715593398824867,0.036477944810155434,0.0039215684,1.0,0.1791088108231585,0.17254902,0.0,3.922252791388867e-06,0.001851303317535545,255,0.023070164,0.1901859682277023,4566478.0,25495552,b'eLuaVK0fG00+9Ck4DY1AWK/MOKUgKUUPJAsuMWFuBwYJyE2YZSuIgShfwYECZIDDE0gDQ9kOAJ2bj38=',70fd2eee8af07d05b8b3e8df2ea7fd46,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/112/112.v3dpbd.tiff,0,0,0,0,0,0,0,/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/112,255,0,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/112/112.v3dpbd.tiff,256
-1,0.0,0.0,0.7099999999999795,0.0,28.03000000000003,113.v3dpbd.tiff,0,16,1,181,16,0.10223538586943703,0.0018088008491354334,0.02072543278548979,0.0,1.0,0.16515328276332567,0.16078432,0.0,3.8833093500147875e-06,0.0014057579847053532,255,0.01728379,0.19996155268592697,8505801.0,51502464,b'eLuaVK0fG00+9Ck4DY1BWK/MOKUgKUUPJAsuMWFuBwYJyE2YZSuIgShfwYECZIDDE0gDQ9kOAJ5Jj4E=',c8e0d21693776c79824f09d2b58f4665,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/113/113.v3dpbd.tiff,0,0,0,0,0,0,0,/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/113,255,0,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/113/113.v3dpbd.tiff,416
-1,0.0,0.0,0.5699999999999932,0.0,7.080000000000041,114.v3dpbd.tiff,0,17,1,75,17,0.4239694940109399,0.00732009111958266,2.069822872415536,0.0,1.0,0.07124962076313042,0.06666667,0.0,7.055569666694889e-06,0.002116670900008467,255,0.02283755,0.10375495648491306,1009835.1,14173200,b'eLuaVK0fG00+9Ck4DU1AWK/MOKUgKUUPJAsuMWFuBwYJyE2YZSuIgShfwYECZIDDE0gDQ9kOAJ73j4M=',ffced487bfb46d0edb0b3b258d8e0460,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/114/114.v3dpbd.tiff,0,0,0,0,0,0,0,/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/114,255,0,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/114/114.v3dpbd.tiff,508
-1,0.0,0.0,0.45999999999997954,0.0,16.069999999999993,115.v3dpbd.tiff,0,18,1,105,18,0.6101055040586738,0.008230915033802043,5.978684359747649,0.0,1.0,0.0698735625202462,0.06666667,0.0,3.11479903316638e-06,0.0013082155939298796,255,0.02398173,0.130063720974091,2243276.8,32104800,b'eLuaVK0fG00+9Ck4DU1BWK/MOKUgKUUPJAsuMWFuBwYJyE2YZSuIgShfwYECZIDDE0gDQ9kOAJ+lj4U=',7122171f59c4769deb662f10b2153695,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/115/115.v3dpbd.tiff,0,0,0,0,0,0,0,/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/115,255,0,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/115/115.v3dpbd.tiff,420
-1,0.0,0.0,0.4000000000000341,0.0,15.629999999999939,116.v3dpbd.tiff,0,19,1,122,19,0.30762461059839386,0.003239238274299689,0.006877286152190866,0.0,1.0,0.22779624489002212,0.22352941,0.0,3.413934972459104e-06,0.7013861122217779,255,0.027164062,0.02928940654075569,6672542.0,29291712,b'eLuaVK0fG00+9Ck4Dc1AWK/MOKUgKUUPJAsuMWFuBwYJyE2YZSuIgShfwYECZIDDE0gDQ9kOAKBTj4c=',0fbac2af7cd8166e3910bbeeb55a3c53,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/116/116.v3dpbd.tiff,0,0,0,0,0,0,0,/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/116,255,0,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/116/116.v3dpbd.tiff,328
-1,0.0,0.0,5.739999999999952,0.0,623.8399999999999,117.v3dpbd.tiff,0,20,1,500,20,0.6703438112975716,0.015636568574812642,0.0018068395995529515,0.027450979,1.0,0.08423548185486285,0.09019608,0.011764706,0.0007120604398893691,0.00017566839477496678,255,0.036292616,0.06075267955156402,87942900.0,1044012500,b'eLuaVK0fG00+9Ck4Dc1BWK/MOKUgKUUPJAsuMWFuBwYJyE2YZSuIgShfwYECZIDDE0gDQ9kOAKEBj4k=',3701df47c99d7194967bba32124b8192,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/117/117.v3dpbd.tiff,0,0,0,0,0,0,0,/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/117,255,0,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/117/117.v3dpbd.tiff,1445
-1,0.0,0.0,1.0199999999999818,0.0,11.950000000000045,118.v3dpbd.tiff,0,21,1,36,21,0.4264169212750882,0.3111230631347332,4.047015764616819,0.0,1.0,0.006737273491753472,0.003921569,0.0,0.14060329861111112,30.310299479166666,255,0.045783415,0.01358471189913022,155226.78,23040000,b'eLuaVK0fG00+9Ck4DS1AWK/MOKUgKUUPJAsuMWFuBwYJyE2YZSuIgShfwYECZIDDE0gDQ9kOAKGvj4s=',b14be101811c036cf45f42ab731c23c7,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/118/118.v3dpbd.tiff,0,0,0,0,0,0,0,/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/118,255,0,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/118/118.v3dpbd.tiff,800
-1,0.0,0.0,0.33999999999991815,0.0,11.289999999999964,119.v3dpbd.tiff,0,22,1,34,22,0.4954188353981889,0.41062861554947905,3.470510483329787,0.0,1.0,0.006385314223345588,0.003921569,0.0,0.18168658088235295,43.81991268382353,255,0.051205397,0.016637806376945247,138944.44,21760000,b'eLuaVK0fG00+9Ck4DS1BWK/MOKUgKUUPJAsuMWFuBwYJyE2YZSuIgShfwYECZIDDE0gDQ9kOAKJdj40=',f9fa72a0b28e17882deab073d5b3dc1b,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/119/119.v3dpbd.tiff,0,0,0,0,0,0,0,/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/119,255,0,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/119/119.v3dpbd.tiff,800
-1,0.0,0.0,0.7200000000002547,0.0,50.700000000000045,12.v3dpbd.tiff,0,23,1,407,23,0.061085573234826294,0.27929743301999055,0.71417790377977,0.0,1.0,0.0001064614213606922,0.0,0.0,0.0014227073712905951,99.63876594174425,255,0.005452926,0.06250095320542157,11314.32,106276247,b'eLuaVK0fG00+9Ck4jYBIr8w4pSApRQ8kBy4vYS4HBgjIRZglK4iBKF3BQQJkgEMTSAPD2A4AkMaPHQ==',05bd7927a7d3ef654b6888cd36f02448,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/12/12.v3dpbd.tiff,0,0,0,0,0,0,0,/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/12,255,0,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/12/12.v3dpbd.tiff,511
-1,0.0,0.0,0.790000000000191,0.0,63.40000000000009,120.v3dpbd.tiff,0,24,1,47,24,0.4566127654777754,0.1998508357282328,2.958642723428583,0.0,1.0,0.003711665246841755,0.003921569,0.0,0.04406582446808511,42.801880817819146,255,0.027235627,0.01358471189913022,446587.56,120320000,b'eLuaVK0fG00+9Ck4jQxAWK/MOKUgKUUPJAsuMWFuBwYJyE2YZSuIgShfwYECZIDDE0gDQ9kOAJzvj30=',6815f3299aa267033108d937df1b6a02,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/120/120.v3dpbd.tiff,0,0,0,0,0,0,0,/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/120,255,0,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/120/120.v3dpbd.tiff,1600
-1,0.0,0.0,3.1700000000000728,0.0,305.7399999999998,121.v3dpbd.tiff,0,25,1,135,25,0.7334627161318186,0.18558118743340454,2.950597232999447,0.0,1.0,0.007392134931352403,0.003921569,0.0,0.11126588892053675,7.101350007233797,255,0.037038375,0.005545935348983181,4185656.2,566231040,b'eLuaVK0fG00+9Ck4jQxBWK/MOKUgKUUPJAsuMWFuBwYJyE2YZSuIgShfwYECZIDDE0gDQ9kOAJ2dj38=',cb64bcc93e29bb3c71a2c72da38c43b5,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/121/121.v3dpbd.tiff,0,0,0,0,0,0,0,/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/121,255,0,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/121/121.v3dpbd.tiff,2048
-1,0.0,0.0,0.24999999999977263,0.0,12.200000000000273,122.v3dpbd.tiff,0,26,1,33,26,0.469335768644356,0.29785035053031594,6.848722777946716,0.0,1.0,0.00887402365719795,0.003921569,0.0,0.18491005749832579,7.142423294146576,255,0.05141139,0.01358471189913022,217106.61,24465408,b'eLuaVK0fG00+9Ck4jYxAWK/MOKUgKUUPJAsuMWFuBwYJyE2YZSuIgShfwYECZIDDE0gDQ9kOAJ5Lj4E=',6584b62f005090f246d0ccbbc082e50e,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/122/122.v3dpbd.tiff,0,0,0,0,0,0,0,/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/122,255,0,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/122/122.v3dpbd.tiff,1024
-1,0.0,0.0,3.230000000000018,0.0,310.6099999999999,123.v3dpbd.tiff,0,27,1,140,27,0.7498702215691889,0.17532867226232318,3.4985866720523604,0.0,1.0,0.00789234893662589,0.003921569,0.0,0.11065261704581124,1.027822835104806,255,0.037198856,0.005545935348983181,4634407.5,587202560,b'eLuaVK0fG00+9Ck4jYxBWK/MOKUgKUUPJAsuMWFuBwYJyE2YZSuIgShfwYECZIDDE0gDQ9kOAJ75j4M=',93dabbdd24ef468331d88a749bf041c4,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/123/123.v3dpbd.tiff,0,0,0,0,0,0,0,/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/123,255,0,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/123/123.v3dpbd.tiff,2048
-1,0.0,0.0,0.5699999999999363,0.0,36.26000000000022,124.v3dpbd.tiff,0,28,1,45,28,0.5263122480179075,0.11974293027466061,187.82614530556134,0.0,1.0,0.0054285428477242725,0.003921569,0.003921569,0.039897225198326516,96.1664076651577,255,0.025495678,0.034187444866363936,404937.6,74594160,b'eLuaVK0fG00+9Ck4jUxAWK/MOKUgKUUPJAsuMWFuBwYJyE2YZSuIgShfwYECZIDDE0gDQ9kOAJ+nj4U=',f0a2c147da8090256d5d1941f5fa934a,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/124/124.v3dpbd.tiff,0,0,0,0,0,0,0,/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/124,255,0,file:/home/linus/Downloads/gold166_wids_vols_tiff/gold166_wids_vols_tiff_onlysmall/124/124.v3dpbd.tiff,1324
