"","ids","FocusScore","MADIntensity","MaxIntensity","MeanIntensity","SNR_mean","CNR_mean","MedianIntensity","MinIntensity","PercentMaximal","PercentMinimal","StdIntensity","SNR_otsu","CNR_otsu","ThresholdOtsu"
"12","11",82.935446178503,0,255,0.0123849082224428,NA,NA,0,0,3.7386768236904e-06,0.99839787237087,1.02714788930811,395.101325453062,528.295417678637,69
"13","110",0.113099896565342,0,255,29.5251973030538,89.2093959815121,607.505782416838,29,0,2.31712335623269e-08,1.43661648086427e-05,3.3392967610467,42.9415550380687,151.25041364309,44
"14","111",0.0837846060048246,0,255,33.9304899023393,176.0292305457,1084.20254926305,33,0,3.68275076144555e-08,1.18584574518547e-05,2.84285272801818,37.4479685811045,155.041746995116,42
"15","112",0.128805227586299,1.4826,255,45.6727371111635,55.2049259472464,230.217451281724,44,0,3.92225279138887e-08,1.85130331753555e-05,5.88288729809261,28.5914757355321,55.2350285980729,70
"16","113",0.104652970158263,0,255,42.1141301511322,74.6808561462053,337.609475813305,41,0,3.88330935001479e-08,1.40575798470535e-05,4.40736880594763,33.8682488684971,91.0125551543881,57
"17","114",0.320528817259801,0,255,18.1686447661784,75.6463429710786,702.264061917333,17,0,7.05556966669489e-08,2.11667090000847e-05,5.82357421811664,29.6613866511235,112.011758919021,37
"18","115",0.343215940147805,0,255,17.8177627644464,223.903939397661,2641.30283816405,17,0,3.11479903316638e-08,1.30821559392988e-05,6.11534019853004,59.9618887756175,73.414242023679,80
"19","116",0.119247357507006,0,255,58.0880032208428,12.0338155289133,37.0510349216435,57,0,3.4139349724591e-08,0.00701386112221778,6.92684088694397,NA,NA,0
"20","117",0.430846337802186,10.3782,255,21.4801205301661,5.47505677347008,44.9657735906666,23,3,7.12060439889369e-06,1.75668394774967e-06,9.25463126597161,7.12733415807806,60.8789426093738,19
"21","118",6.79554315748998,0,255,1.71800516493056,32.09045239772,539.974116664626,1,0,0.00140603298611111,0.303102994791667,11.6747782430763,50.9741570961445,35.9457593610131,106
"22","119",8.01924762144191,0,255,1.62825477941176,54.9955896250996,508.658853660286,1,0,0.00181686580882353,0.438199126838235,13.0573782668992,55.6605381789856,35.5597297746075,112
"23","12",51.2240953858356,0,255,0.0271476654609379,NA,NA,0,0,1.4227073712906e-05,0.996387659417443,1.39061460507383,330.041919609576,295.495651598794,91
"24","120",7.33785511037118,0,255,0.946474035904255,NA,NA,1,0,0.000440658244680851,0.428018808178191,6.94508934119368,72.2168464556402,59.6154483353548,96
"25","121",5.01053907693918,0,255,1.88499337832133,16.4941711733925,864.671278479531,1,0,0.00111265888920537,0.071013500072338,9.44483298185063,77.8804400426441,44.6300705487596,119
"26","122",5.79346784640457,0,255,2.26287720196614,61.5190142541913,655.664332668992,1,0,0.00184910057498326,0.0714242329414658,13.1099063099528,45.2720648737047,30.8508515572788,108
"27","123",4.71325117319828,0,255,2.01254887240274,18.0928803626936,585.355378303018,1,0,0.00110652617045811,0.0102782283510481,9.48564833397107,75.2737153810649,43.7667768191656,118
"28","124",4.69656192208442,0,255,1.38427649027752,NA,NA,1,1,0.000398972251983265,0.961664076651577,6.50134025387408,77.376244866611,55.198150315432,105
"29","125",1.90800753606153,1.4826,255,6.58098778384072,18.0260956248663,341.974753694147,5,2,0.00162138598305838,4.76837158203125e-08,12.556574286297,54.3688372502253,33.2007799392523,116
"30","126",6.2714133685931,0,255,2.05689803571429,53.8358013537485,560.935641704591,1,0,0.00176825892857143,0.184476160714286,12.8996578390115,45.9016011722053,31.8804846559275,107
"31","127",6.18733774972449,0,255,2.16227774621212,51.2348430783778,553.088124439928,1,0,0.00196652462121212,0.153816429924242,13.3787427245274,46.8864946818738,31.0112550747135,110
"32","128",4.83494738575714,0,255,2.01031529365904,16.3698493816872,462.631353899313,1,0,0.000943563756063756,0.133651160776161,9.71976867362438,52.3353385890474,38.174934568287,104
"33","129",4.43241064944453,0,255,1.95688822409686,12.2752869040128,829.106666141992,1,0,0.000303212334127987,0.0652641436632942,8.67373220425952,67.0960405707166,54.769527673595,97
"34","130",6.18733774972449,0,255,2.16227774621212,51.2348430783778,553.088124439928,1,0,0.00196652462121212,0.153816429924242,13.3787427245274,46.8864946818738,31.0112550747135,110
"35","131",5.51440623010657,0,255,1.53490522384644,31.1520625656097,1016.8817887828,1,0,0.000770702362060547,0.0606991608937581,8.46409092900191,72.4290738608062,51.7494991275082,105
"36","132",4.78492085449597,0,255,1.7787245882882,39.5566378554493,1508.12915599261,1,0,0.000649587313334147,0.0248990482754178,8.51105637690497,60.2670040069352,45.2187466571303,102
"37","133",6.24142315029703,0,255,1.76293458042184,27.2686756036181,566.314227122462,1,0,0.00111991297877847,0.251265972761387,11.0032207027041,47.7711805682522,39.5580339888044,96
"38","134",5.36197277595348,0,255,2.06584793346774,60.2738013515276,732.688558850709,1,0,0.00100216733870968,0.071859627016129,11.0770203785138,43.9614317723539,37.1320344429394,95
"39","135",2.69066832954906,1.4826,255,3.05279954910278,8.42768581037394,320.403389664069,2,0,0.000727548599243164,0.00212814331054687,8.21407106323251,77.5056406821476,45.4360437484039,118
"40","136",5.32445704149021,0,255,1.6464489168591,36.5551553112264,748.683425072241,1,0,0.000560168866757993,0.122988515430027,8.76644652882435,47.5109977056429,48.4350601606604,84
"41","137",6.13896084774508,0,255,1.17808885690789,40.2594834241494,577.06518023076,1,0,0.000466529605263158,0.255430674342105,7.23224136772231,67.3870740809438,55.7660595904788,96
"42","138",6.35359606654853,0,255,1.1415290078125,32.7705897228498,536.988448942918,1,0,0.000421203125,0.3262894453125,7.25281421388854,63.2934685122043,56.07174068144,92
"43","139",5.95898421406679,0,255,2.25991432086841,48.6904851080484,545.151412705838,1,0,0.00179850088583456,0.199224704020732,13.4667937631983,41.3993424387724,29.6658431102959,105
"44","14",80.9091943008034,0,255,0.0124267807799307,NA,NA,0,0,4.17700203294949e-06,0.998244582330668,1.0054408206569,383.484653815487,533.718134916282,67
"45","140",1.32845113029248,2.9652,255,5.63593823084763,8.73461336609087,175.131754459235,2,0,4.34772141718746e-05,0.47456930128275,7.48706851302811,7.33509939065498,133.633397035211,7
"46","141",2.15467566058525,0,255,5.18390132051471,12.4311990338585,189.298901018614,0,0,0.000255584500925898,0.569768023978528,11.1696260021888,7.37912581534675,72.0614507999193,13
"47","142",1.11834417142462,11.8608,255,9.60032176288452,5.89999572509944,78.2513075082566,8,0,0.000111669928878476,0.273934662431566,10.7364638873228,5.67759827285605,69.4302448223408,11
"48","143",1.99053888734005,0,255,2.20938553143527,11.9336848863579,433.593705135613,0,0,2.87836756655023e-06,0.593515515248059,4.39786781744838,9.72136939314762,280.548340198547,4
"49","144",0.59923363048463,0,254,2.75733309967832,27.1510798057417,2129.93871434669,3,0,5.82196885013786e-08,0.000114653973222048,1.65228672377568,37.5544755487567,336.976796394956,14
"50","145",167.817482111603,0,255,0.00532218866180955,NA,NA,0,0,3.01160310444079e-06,0.999951672135738,0.893156300547802,656.647207995491,825.979978595521,72
"51","148",153.032315924274,0,255,0.0091181048031511,NA,NA,0,0,1.50203704833984e-05,0.999953730352994,1.39536469486646,2520.0850300497,1946.22990800492,100
"52","15",64.9822935186579,0,255,0.0123811288495802,NA,NA,0,0,2.38449419783917e-06,0.998022844851392,0.804554148995745,337.214062991375,579.729398845062,57
"53","150",140.339808745934,0,255,0.00844632973105221,NA,NA,0,0,9.93276046494306e-06,0.999921742132155,1.18535629906097,513.965948220072,444.775880707743,93
"54","153",157.209236304011,0,255,0.00594500015521872,NA,NA,0,0,3.60094267746498e-06,0.99993949100889,0.934608934229159,566.555997642368,661.048794542373,76
"55","156",82.0102545457583,0,255,0.029485173586036,NA,NA,0,0,3.89083092953978e-05,0.999823393941927,2.41808659111668,428.224910243512,340.803749357468,98
"56","16",31.9800432307655,0,255,0.0608600650290954,NA,NA,0,0,1.40899841508155e-05,0.992475295431992,1.94630751065767,180.607582114709,227.926450120231,72
"57","162",134.189864372257,0,255,0.00968506025231403,NA,NA,0,0,9.14698061735734e-06,0.999929262244183,1.29963692169515,596.566075216473,601.669333073753,84
"58","163",133.015763898172,0,255,0.00903879968743575,NA,NA,0,0,7.01870834618284e-06,0.999920886859559,1.20230284514682,492.366910388257,507.957284097891,83
"59","170",135.422548694102,0,255,0.00788220115329908,NA,NA,0,0,4.87617824388587e-06,0.999920140142026,1.06742776949935,473.07350435805,564.202485259134,75
"60","174",81.1794775998978,0,255,0.0219062336704187,NA,NA,0,0,6.15705523574561e-06,0.999816509715298,1.77833660554588,460.001918987153,670.510215871464,65
"61","178",157.114885855247,0,255,0.00670074462890625,NA,NA,0,0,5.5389404296875e-06,0.999946281433105,1.05278672751577,639.30471314865,671.039741084389,82
"62","181",139.968475276781,0,255,0.00838246917724609,NA,NA,0,0,6.40869140625e-06,0.999936279296875,1.17328142979375,752.134899321389,898.362491872869,75
"63","182",161.667879469689,0,255,0.00695173719287974,NA,NA,0,0,5.814881451362e-06,0.999952358482158,1.12387261060344,745.26646151307,668.687892532964,91
"64","186",149.134248378231,0,255,0.00843494221315546,NA,NA,0,0,6.998999644134e-06,0.999949083489887,1.25793876707275,1203.26237372253,1154.45863126611,87
"65","195",157.283607767479,0,255,0.00697951846652561,NA,NA,0,0,5.18339651602286e-06,0.999949755492034,1.09776384489489,747.204127576427,767.153458630945,83
"66","197",194.729098607911,0,255,0.00339422999201594,NA,NA,0,0,1.52931557045327e-06,0.999959619195612,0.660955346813203,705.143140128635,1110.77634879337,61
"67","202",124.192764561086,0,255,0.0122525948138276,NA,NA,0,0,1.52272626388171e-05,0.999918220456967,1.52168362297608,570.176610980678,470.003912774812,96
"68","203",68.4535701848742,0,255,0.0306716048926638,NA,NA,0,0,1.18121766207511e-05,0.999726437685782,2.09958085820269,343.884179894007,508.598374943349,64
"69","209",96.3881589754946,0,255,0.0200939178466797,NA,NA,0,0,2.44188709419315e-05,0.99986460228928,1.93681574784629,478.958687741508,435.693370298408,90
"70","21",30.4733876093307,0,255,0.0515440536519831,NA,NA,0,0,1.86835577220122e-05,0.991877471294902,1.57072192589302,283.304053871466,226.375197149089,98
"71","214",108.297523590957,0,255,0.0134841042595941,NA,NA,0,0,9.43364323796453e-06,0.99988502639908,1.46029509915631,439.223559610047,505.774700520142,77
"72","215",101.161634634422,0,255,0.0160712203979492,NA,NA,0,0,9.796142578125e-06,0.999884384155273,1.62579092602662,720.650042468084,871.337029159694,74
"73","217",134.348111671103,0,255,0.00710407632296203,NA,NA,0,0,1.99333566134093e-06,0.999927849066062,0.954419239157338,727.580399723851,1275.20561647665,56
"74","219",69.2642215860788,0,255,0.028477216171006,NA,NA,0,0,9.30236557782707e-06,0.999743445444915,1.97245221102323,448.620730864946,741.131847299357,59
"75","22",74.644829465898,0,255,0.0320603955402271,NA,NA,0,0,5.01044854045953e-05,0.999489674982298,2.39314275770949,330.560779936539,250.559950993898,101
"76","225",137.83736293819,0,255,0.00837593563532425,NA,NA,0,0,5.9079315702794e-06,0.999930616152489,1.15451688011311,694.735317527346,861.540838352125,73
"77","23",80.9957170175805,0,255,0.0189472932456639,NA,NA,0,0,2.02751381127987e-05,0.998487090777543,1.53464960197491,394.931658289092,310.093029457978,99
"78","238",148.546569930553,0,255,0.00662460820428256,NA,NA,0,0,2.76236698545259e-06,0.999934311570792,0.984062825879975,587.597764682303,724.640234247674,73
"79","24",98.6781754812852,0,255,0.0119009039846167,NA,NA,0,0,6.01108395404643e-06,0.999653199237038,1.17435949177993,357.76467602109,479.92544147911,69
"80","245",17.0449162710469,0,255,0.427101135253906,NA,NA,0,0,0.000185338462271341,0.991825662008146,7.2799030896719,83.8781795179648,89.9195810318759,75
"81","249",0.337098972818836,1.4826,4095,263.094311231448,279.670841606401,3052.00216041039,259,5,0.000360512439115548,4.7095027970679e-08,88.6888220706003,121.661843747293,75.1351543461439,1904
"82","25",33.280367934308,0,255,0.0902615770406324,NA,NA,0,0,7.78923404961555e-05,0.990130271948917,3.00393849424313,191.778509246417,145.559576604652,101
"83","250",18.8724130876062,0,255,0.136785910679744,NA,NA,0,0,2.29468712439904e-05,0.977017439328707,2.58148021091253,124.198772383871,145.672525519567,76
"84","251",9.69821480799828,0,255,0.410661016191755,NA,NA,0,0,3.00180344354539e-05,0.973945920429533,3.9826787482985,31.8172216580003,245.186015191846,15
"85","252",6.69816317887372,0,255,0.638538080548483,NA,NA,0,0,3.90552339099702e-06,0.952464739481608,4.27703225943855,24.8561533631332,240.175857647917,12
"86","253",7.60953603053039,0,255,0.629340736071269,NA,NA,0,0,7.23123550415039e-05,0.929623913764954,4.78899100661484,52.8367716305068,62.0147292172302,76
"87","254",10.3819953994963,0,255,0.296029340303861,NA,NA,0,0,1.63738544170673e-05,0.946391443105844,3.07337524915062,72.8089472184137,120.253088481365,59
"88","255",6.3560005403185,0,255,0.923742678857619,NA,NA,0,0,6.12505020633821e-05,0.925380129967966,5.87130896593428,17.6845235123128,122.126156747705,17
"89","256",1.0640415344628,1.4826,255,3.69816533282917,11.1148422897352,543.490045831385,3,0,2.33641368732247e-05,0.000889569233255626,3.93500151544067,60.5353809795313,95.8871921606186,62
"90","257",0.957952004772118,0,255,3.35395169342751,11.4351000055693,471.176239276866,2,0,6.13260303770608e-07,0.013866609549458,3.21292474862772,39.4270834972195,87.2387910726899,48
"91","258",50.2572352594396,0,255,0.100918569342563,NA,NA,0,0,0.000395759095461033,0.999604240904539,5.07188828149528,NA,NA,0
"92","259",88.3624447182728,0,255,0.0326549570091194,NA,NA,0,0,0.000128058654937723,0.999871941345062,2.88547183349588,NA,NA,0
"93","260",43.2081361714803,0,255,0.136513799411437,NA,NA,0,0,0.000535348232986028,0.999464651767014,5.89850683425552,NA,NA,0
"94","261",12.5604441340021,0,253,1.59355271991931,NA,NA,0,0,0.0062986273514597,0.99370137264854,20.0157299131336,NA,NA,0
"95","262",86.1422991747894,0,255,0.0343596507185738,NA,NA,0,0,0.000134743728308132,0.999865256271692,2.95981931174065,NA,NA,0
"96","263",63.8493570558861,0,253,0.062044166937107,NA,NA,0,0,0.00024523386141149,0.999754766138588,3.96148016800235,NA,NA,0
"97","264",18.9282901594226,0,253,0.704185833649888,NA,NA,0,0,0.00278334321600746,0.997216656783993,13.3290337854799,NA,NA,0
"98","265",2.11811236911383,0,255,2.63213311301337,16.292872302654,744.543845545553,2,0,7.09957546657986e-07,3.41945224338108e-05,5.57515370382772,44.2787676547142,114.383188382872,42
"99","266",1.88376930932622,4.4478,255,12.3992569010745,13.9448562619215,91.7087380948193,9,0,0.00453993069228306,3.31632552608367e-05,23.3573396086954,21.9123502408928,17.761964454419,100
"100","267",2.11811236911383,0,255,2.63213311301337,16.292872302654,744.543845545553,2,0,7.09957546657986e-07,3.41945224338108e-05,5.57515370382772,44.2787676547142,114.383188382872,42
"101","268",2.66109298234732,0,255,3.1937525652457,15.0264090108025,440.439907703329,2,0,0.000711447950722515,1.89974688101506e-05,8.49887253872908,61.5095275826029,42.299790634574,108
"102","269",2.78127756666907,1.4826,255,4.06637150241483,38.3665328083352,392.637332907963,3,0,1.5381843813004e-08,4.32229811145413e-06,11.3097078374087,32.926368827031,53.1756388287903,61
"103","270",1.03474900723409,2.9652,255,22.0955295562744,25.7853244058723,110.981012803818,19,0,0.00447058044703661,3.37583828816372e-08,22.8633272726665,22.5922449478565,17.4446205750821,106
"104","271",4.08384322283037,0,255,3.95297278855976,50.0767256516348,530.206514951844,2,0,0.00253205550344367,3.15716392115543e-05,16.1433211325927,39.764675567693,26.7889300672145,109
"105","272",1.06298872211536,2.9652,255,29.4407747788863,39.4749829945988,108.196040392116,22,0,0.00535973635586825,0.000852272727272727,31.2952115602944,18.5371817472807,14.6354107115794,106
"106","273",0.360109878499322,5.9304,255,17.78811588813,7.53906583275743,78.6114803234012,17,0,5.8008929875892e-06,2.05790902685931e-05,6.40567625120636,7.78875483981217,78.5412624093474,18
"107","274",0.266794086430556,4.4478,255,19.3714065733989,8.61611168837744,85.71676157338,19,0,1.64007684987062e-07,0.00105120421974522,5.16817671962481,9.2974382291245,92.6406830900663,19
"108","275",2.80082717472097,0,255,1.13164861231835,23.4980662970506,2119.92052983052,1,0,0.000114909225653731,0.0133891618722123,3.1695521856165,272.745657727439,158.545544457832,118
"109","276",2.04067724663581,1.4826,255,1.68916232583446,6.87276873621272,703.151038590182,2,0,0.000132365812693682,0.0740177536489012,3.4470351242048,194.658492493687,111.536639599419,119
"110","277",0.177711778981088,0,255,13.7247199541613,7.92912032670317,135.425507434305,14,0,7.71324363932873e-07,0.00558659217877095,2.43904439907124,119.829510829532,136.674766097117,82
"111","278",0.358528708266596,0,255,13.2022490032886,11.6193080164312,185.152924933721,13,0,0.000255366359287946,0.00859958571338899,4.73338528136302,113.450356599949,63.8643857570551,123
"112","279",0.461458947232025,0,255,15.2634491353812,9.03431569906765,116.349552710414,15,0,0.000449949737086298,0.0163934426229508,7.04345516914258,69.1840058505801,46.2548964741452,113
"113","280",2.01143108577944,2.9652,255,5.33427799242286,7.39304602691288,161.699399017892,4,0,0.000658154378246151,0.0639340993323294,10.7295325741485,35.3086120433551,30.3817076154299,95
"114","281",2.35201040516946,1.4826,255,3.42141545386541,9.72126997630577,278.304018387701,2,0,0.000176293509347098,0.137874569211687,8.04720474789903,26.4149143400614,47.8518019020859,56
"115","282",1.25635628558584,2.9652,255,5.51371135636095,7.17950585816036,190.837175298799,4,0,0.000180745317411163,0.00997249852211684,6.92718591947013,34.0701445248288,40.6064504727818,77
"116","283",2.85387183454936,1.4826,254,4.54231410190977,9.10298783433494,194.50770497259,2,0,0.00100119360562029,0.126207516111177,12.9631822791166,31.6499554756072,29.8685133774311,89
"117","284",1.17577300293632,5.9304,255,11.0248893704794,7.29657486112953,92.3027726686219,8,0,0.00103042198233562,0.00159470068694799,12.9627672821693,24.3078496472487,20.4258611358659,98
"118","285",2.0779842750353,2.9652,255,6.64841356306306,8.64754967667624,149.343052186497,4,0,0.00130118280897906,0.0242480487308518,13.8152988379764,30.4811349592384,24.6573521463547,99
"119","286",1.79757889444634,2.9652,255,5.09017815850642,7.18658926677321,161.185315420083,4,0,0.00031597657763955,0.0713472615632521,9.14999682670287,29.9017007696324,34.1306494529324,79
"120","287",2.37749032414319,2.9652,255,5.78947718242843,8.44436799656032,161.517891734035,3,0,0.0010324656055811,0.0721293447892518,13.7644259830714,31.1591360679078,26.882983772036,95
"121","288",2.14824856421605,1.4826,255,4.02757711844011,8.74728418917678,209.141310555111,2,0,3.25116244229403e-08,0.112788146192377,8.65223676195839,22.5255244037164,45.0534620439355,52
"122","289",2.37685816040217,2.9652,255,5.9309137125692,8.88046662715026,176.998187768054,4,0,0.00165940485997707,0.0232704692059098,14.0969406563612,36.1166390888811,26.7388380366435,104
"123","29",72.8241236598435,0,255,0.0314678796626046,NA,NA,0,0,4.17983441694573e-05,0.998897849575381,2.29162075986259,325.757893881394,256.083884402056,99
"124","290",3.38304486046102,1.4826,254,3.34112238883972,14.1307936698809,277.525708805058,1,0,0.000597953796386719,0.128501653671265,11.3031669257355,25.3855886509729,39.8490482125634,62
"125","291",1.55411997130905,2.9652,255,5.26876026947582,7.35857004504675,161.917229168805,3,0,3.71341859081492e-05,0.0711894323170992,8.18828555883202,21.1243955449861,38.8383881399824,56
"126","292",0.710584852000774,1.4826,124,2.59380834510915,7.22478141454922,206.506017550318,2,0,4.120781082516e-08,0.033862106467467,1.84312091902776,9.15988058834618,205.815105333483,3
"127","293",0.511792522874844,56.3388,223,110.381831010789,3.84354558077345,2.89213827287665,123,0,4.05047868557106e-08,0.114107817261844,56.4925957725563,4.24465278877104,3.86674320729201,92
"128","30",84.3696502984595,0,255,0.0129393554335637,NA,NA,0,0,7.38115395420505e-06,0.998455192227107,1.09168889301724,413.339261763218,441.019087899605,81
"129","31",28.6446479074099,0,255,0.0517148403260194,NA,NA,0,0,1.16942005431716e-05,0.993081215735247,1.48135339272675,218.349432019397,206.111495891052,88
"130","32",26.8431527882986,0,255,0.0450350754582391,NA,NA,0,0,4.08104102781161e-06,0.992368453277992,1.20888341135807,176.026526876941,332.366488652378,53
"131","34",59.8429239249624,0,255,0.0179050495718233,NA,NA,0,0,8.23000860809272e-06,0.996050025979118,1.0714905193993,433.477926293189,395.637099777597,90
"132","37",94.9323346585143,0,255,0.012751556156045,NA,NA,0,0,1.23207040802377e-05,0.998492039395547,1.2105349964225,462.363104738271,362.88038665951,99
"133","38",77.007864595742,0,255,0.0118670621299504,NA,NA,0,0,4.88126019099994e-06,0.997922169349109,0.913857113652479,434.914046308819,482.075679152492,79
"134","39",57.6054673928451,0,255,0.0116970570050751,NA,NA,0,0,1.17016844893959e-06,0.99790664842906,0.673814435898105,310.402469676715,644.034925540535,49
"135","40",71.9900187319297,0,255,0.0151031536442897,NA,NA,0,0,3.66003100367629e-06,0.998145810439728,1.08727631376363,332.694295609209,513.733057165065,62
"136","41",72.9873008262555,0,255,0.0168534926941949,NA,NA,0,0,1.37850540537418e-05,0.996907646818991,1.2300909412443,504.112778807966,375.906034965697,102
"137","43",91.9337125097303,0,255,0.0177064589246731,NA,NA,0,0,1.86736683626431e-05,0.999406904978085,1.62782050434625,369.94653533942,338.299710318617,90
"138","45",39.957092988995,0,255,0.0572422040069983,NA,NA,0,0,1.77754853551247e-05,0.99564317870165,2.28723206840266,158.65039034853,224.966048554738,66
"139","47",35.2951645606663,0,255,0.0546840827671372,NA,NA,0,0,2.24697620362716e-05,0.994144416413907,1.9300837001152,206.128878371502,197.884116888994,87
"140","5",103.803630205603,0,255,0.00882607030625551,NA,NA,0,0,1.69216748218749e-06,0.999423618608185,0.916178138239203,399.413966476444,686.248311786612,57
"141","52",124.565004035229,0,255,0.00637149251287296,NA,NA,0,0,2.12757899807199e-06,0.999686865639122,0.793664990576449,462.419267518284,714.520415375554,62
"142","53",93.8738257494831,0,255,0.0128464918500261,NA,NA,0,0,6.17734545753855e-06,0.999486094775876,1.20594933742151,347.972601403273,466.373317601318,69
"143","54",73.2874310805394,0,255,0.0242108200613213,NA,NA,0,0,1.60957333394483e-05,0.999215578789696,1.77434880664742,283.530886848315,332.779754821869,76
"144","55",65.3466495549156,0,255,0.0221386544165681,NA,NA,0,0,5.18488087338365e-06,0.998328614742,1.44668689177686,254.004726282232,400.818377499573,61
"145","58",80.9957170175805,0,255,0.0189472932456639,NA,NA,0,0,2.02751381127987e-05,0.998487090777543,1.53464960197491,394.931658289092,310.093029457978,99
"146","6",145.146827541889,0,255,0.00748283717481905,NA,NA,0,0,9.5504657246787e-06,0.999721050753586,1.0861100769375,612.568062512969,512.925168480735,95
"147","65",55.7326754924751,0,255,0.01006628939485,NA,NA,0,0,5.84787076565038e-07,0.99811824076621,0.561021240256518,305.190243460714,744.961318059923,43
"148","67",51.919960466852,0,255,0.0257660081017104,NA,NA,0,0,1.03682933768638e-05,0.996902569800028,1.33777012202939,276.247582952264,305.526472660804,79
"149","69",111.060565318177,0,255,0.0131353514837577,NA,NA,0,0,1.53185687861183e-05,0.999624940229472,1.45881956143908,472.909250659284,403.477366106225,94
"150","7",78.7161066167794,0,255,0.0118484137475825,NA,NA,0,0,5.23455749022851e-06,0.998461952936236,0.932660999794421,463.780739159656,444.500108805177,87
"151","74",89.3626870556048,0,255,0.00947011669480208,NA,NA,0,0,2.75547426335665e-06,0.997999058655267,0.846275074577657,432.52880017456,613.691574220094,66
"152","76",80.9957170175805,0,255,0.0189472932456639,NA,NA,0,0,2.02751381127987e-05,0.998487090777543,1.53464960197491,394.931658289092,310.093029457978,99
"153","77",46.5783903568055,0,255,0.0348073626147776,NA,NA,0,0,8.86288622625417e-06,0.995349136625403,1.62127092316199,218.815108046594,299.377231159919,68
"154","78",35.7413505906692,0,255,0.0535064879119558,NA,NA,0,0,1.10129883975345e-05,0.992982811569672,1.91239414333661,161.394986276847,265.482078051575,59
"155","8",83.6719341320472,0,255,0.00983662914356368,NA,NA,0,0,3.69526878612503e-06,0.998699298980637,0.823049785781636,384.488447486959,515.379927305281,69
"156","84",84.3696502984595,0,255,0.0129393554335637,NA,NA,0,0,7.38115395420505e-06,0.998455192227107,1.09168889301724,413.339261763218,441.019087899605,81
"157","85",84.3696502984595,0,255,0.0129393554335637,NA,NA,0,0,7.38115395420505e-06,0.998455192227107,1.09168889301724,413.339261763218,441.019087899605,81
"158","86",32.362235317032,0,255,0.0591330310104365,NA,NA,0,0,2.81387519487864e-05,0.987636437841898,1.9136770645691,252.871203518711,211.960540128347,95
"159","9",35.2951645606663,0,255,0.0546840827671372,NA,NA,0,0,2.24697620362716e-05,0.994144416413907,1.9300837001152,206.128878371502,197.884116888994,87
"160","90",31.8460837410417,0,255,0.100064449172062,NA,NA,0,0,6.48486078612342e-05,0.984196771463384,3.18666082783471,170.210631377123,160.563691105683,88
"161","91",32.143086686991,0,255,0.0445763577544799,NA,NA,0,0,1.23650475637948e-05,0.993824972923346,1.43282173149257,250.181716202443,248.635326770983,85
"162","92",112.79171463714,0,255,0.00996005069875744,NA,NA,0,0,7.73773143991544e-06,0.999361904589321,1.1234111961857,475.196968670237,472.138890199106,85
"163","99",14.470050272426,0,255,0.2000028544934,NA,NA,0,0,3.88513107396148e-05,0.981059126391664,2.8940513591482,98.477771974402,103.301051797814,82
"164","Desktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
