swc_file,num_nodes,soma_surface,num_stems,num_bifurcations,num_branches,num_of_tips,overall_x_span,overall_y_span,overall_z_span,average_diameter,total_length,total_surface,total_volume,max_euclidean_distance,max_path_distance,max_branch_order,average_contraction,average_fragmentation,parent_daughter_ratio,bifurcation_angle_local,bifurcation_angle_remote,moment1,moment2,moment3,moment4,moment5,moment6,moment7,moment8,moment9,moment10,moment11,moment12,moment13,ave_R
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/100/processed/26_100.v3dpbd_MOST.swc_resampled.swc_sorted.swc, 60.00000000, 0.00000000, 3.00000000, 9.00000000, 20.00000000, 12.00000000, 30.20300293, 20.96699524, 50.21399879, 2.98846666, 162.23378436, 1444.58025952, 1302.57730106, 59.47828188, 67.45128135, 6.00000000, 0.96635321, 1.95000000, 0.99060622, 103.20872735, 89.13590472, 1652.00000000, 563271.03314932, 10441234850.92731857, 36146645656735.50000000, -0.00678199, -0.03269822, 0.00001949, 0.00000638, -0.00001025, -0.00001535, 0.00211656, -0.00105303, 0.00261791, 1.49423333
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/100/processed/27_100.v3dpbd_x341_y324_z69_app1.swc_resampled.swc_sorted.swc, 110.00000000, 0.00000000, 1.00000000, 12.00000000, 28.00000000, 16.00000000, 30.36399841, 18.56299591, 50.75600243, 4.77232728, 125.34527999, 1798.99083288, 2426.18238180, 58.97073932, 76.48579671, 9.00000000, 0.94168409, 2.89285714, 0.95427717, 88.54057099, 77.67936846, 1305.00000000, 472074.11607429, 4569259656.12812805, 10547501111565.37500000, -0.06779170, -0.54102791, 0.00243677, 0.00095909, -0.00147303, -0.00287196, 0.02205973, -0.01464843, 0.04642260, 2.38616364
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/100/processed/28_100.v3dpbd_app2new1.swc_resampled.swc_sorted.swc, 161.00000000, 0.00000000, 1.00000000, 7.00000000, 15.00000000, 8.00000000, 34.01400757, 27.66799164, 53.19600105, 2.40172670, 215.12364267, 1599.79073677, 1078.55324929, 63.04463867, 104.17720930, 7.00000000, 0.83009742, 9.66666667, 1.14342857, 91.21440176, 95.87148836, 2224.00000000, 799107.02326728, 55668219707.38095856, 581635952427119.00000000, -0.06080369, -0.43137557, 0.00186801, 0.00069261, -0.00108369, -0.00197784, 0.01626037, -0.01046837, 0.03155048, 1.20086335
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/100/processed/29_100.v3dpbd_app2new2.swc_resampled.swc_sorted.swc, 158.00000000, 0.00000000, 1.00000000, 5.00000000, 12.00000000, 7.00000000, 34.01400757, 28.24600220, 53.19600105, 2.49673418, 209.83481279, 1586.74384182, 1107.56571115, 63.04463867, 106.68088405, 6.00000000, 0.79526284, 12.08333333, 1.00615151, 86.84734159, 94.91939460, 2177.00000000, 808221.51658859, 54950788309.74014282, 640188011315944.50000000, -0.05627058, -0.38523608, 0.00160942, 0.00056892, -0.00092226, -0.00160292, 0.01521255, -0.00950940, 0.02835529, 1.24836709
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/100/processed/30_100.v3dpbd_nctuTW_GD.swc_resampled.swc_sorted.swc, 567.00000000, 0.00000000, 1.00000000, 74.00000000, 155.00000000, 81.00000000, 36.12699890, 31.36299896, 55.07999992, 3.07321340, 651.81751597, 5976.91150519, 5384.19359597, 65.30401410, 92.85903562, 33.00000000, 0.94488319, 2.65161290, 0.94335554, 98.12302665, 92.41096800, 6780.00000000, 1880145.20638592, 397791048952.40887451, 20961449913810824.00000000, -0.00754162, -0.02787005, 0.00004234, 0.00000562, -0.00001028, -0.00001076, 0.00123722, -0.00093370, 0.00169355, 1.53660670
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/100/processed/31_100.v3dpbd_meanshift_updated.swc_resampled.swc_sorted.swc, 103.00000000, 0.00000000, 1.00000000, 4.00000000, 9.00000000, 5.00000000, 31.95199585, 22.06000519, 50.89599800, 2.34054375, 137.74832003, 1015.71029469, 598.71352535, 60.20881632, 89.33737760, 4.00000000, 0.73117608, 10.33333333, 0.97759438, 74.00099162, 80.33093070, 1425.00000000, 425136.32884877, 6339563350.86652851, 22643281303752.12500000, -0.08219387, -0.60637941, 0.00338589, 0.00131009, -0.00203700, -0.00381152, 0.02541671, -0.01665841, 0.05084472, 1.17027188
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/100/processed/32_100.v3dpbd_nctuTW.swc_resampled.swc_sorted.swc, 801.00000000, 0.00000000, 1.00000000, 87.00000000, 182.00000000, 95.00000000, 36.12699890, 31.36299896, 55.07999992, 2.00719351, 869.09756063, 5463.44915266, 2735.80176527, 65.30401410, 143.44611456, 24.00000000, 0.83832980, 3.39560440, 1.00000000, 47.88822949, 71.39984780, 9052.00000000, 2399783.05545581, 734589474960.50488281, 59438047334625632.00000000, -0.00998888, -0.06221022, 0.00006566, 0.00001631, -0.00002536, -0.00004254, 0.00178831, -0.00155267, 0.00395082, 1.00359675
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/100/processed/33_100.v3dpbd_NeuroStalker.swc_resampled.swc_sorted.swc, 52.00000000, 0.00000000, 1.00000000, 5.00000000, 11.00000000, 6.00000000, 32.58700562, 13.57499695, 63.01400185, 1.96153846, 103.57932895, 650.80811776, 325.40405888, 71.62095729, 83.51756339, 6.00000000, 0.94183555, 3.63636364, 1.00000000, 78.01494974, 90.39953938, 1057.00000000, 370750.76856055, 2922536263.61591434, 4773171249871.18750000, -0.03762450, -0.26178393, 0.00066841, 0.00026506, -0.00039962, -0.00075121, 0.01120394, -0.00720546, 0.02143390, 0.98076923
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/100/processed/35_100.v3dpbd_fastmarching_spanningtree.swc_resampled.swc_sorted.swc, 2832.00000000, 0.00000000, 1.00000000, 531.00000000, 1150.00000000, 619.00000000, 41.72000122, 35.73000336, 59.39999962, 1.16385734, 2919.84824706, 10754.41566244, 4339.25609528, 71.79648905, 201.39166404, 71.00000000, 0.90807641, 1.46173913, 0.99663134, 90.42081905, 94.12764770, 30597.00000000, 10028450.32461832, 16855572773075.37500000, 7584311695023794176.00000000, -0.00182900, -0.00297205, 0.00000239, 0.00000015, -0.00000031, -0.00000014, 0.00022460, -0.00012290, 0.00007021, 0.58192867
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/100/processed/36_100.v3dpbd_Cwlab_ver1.swc_resampled.swc_sorted.swc, 3001.00000000, 0.00000000, 1.00000000, 210.00000000, 478.00000000, 268.00000000, 42.79299164, 36.45200348, 62.62400246, 2.05938221, 3644.11385871, 23426.41620444, 12216.64013586, 75.61238273, 174.27439911, 40.00000000, 0.87449619, 5.27615063, 1.00641099, 94.35789827, 93.07143376, 37843.00000000, 13887194.00551891, 34103281758757.21093750, 22754125599908118528.00000000, -0.00925657, -0.04159440, 0.00005258, 0.00001032, -0.00001953, -0.00002234, 0.00169471, -0.00099491, 0.00211649, 1.02969110
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/100/processed/37_100.v3dpbd_NeuronChaser.swc_resampled.swc_sorted.swc, 704.00000000, 0.00000000, 1.00000000, 67.00000000, 150.00000000, 83.00000000, 38.09200287, 34.45500183, 53.70899963, 7.76867046, 844.46103670, 20636.05299624, 41140.95866342, 65.41167709, 153.90453496, 22.00000000, 0.94004721, 3.68666667, 1.00196286, 55.82890108, 55.52452212, 8804.00000000, 3045284.74586844, 1373939970500.98168945, 168842740313810880.00000000, -0.00223909, -0.00582413, 0.00000465, 0.00000036, -0.00000068, -0.00000044, 0.00031928, -0.00021320, 0.00023935, 3.88433523
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/100/processed/38_100.v3dpbd_EnsembleNeuronTracerBasic.swc_resampled.swc_sorted.swc, 2281.00000000, 0.00000000, 120.00000000, 260.00000000, 660.00000000, 401.00000000, 42.70001221, 36.41500854, 62.62400246, 2.02774310, 7348.36723070, 46378.09714456, 23374.99705460, 75.47779449, 113.04190576, 31.00000000, 0.94040261, 2.45454545, 1.01684352, 87.64080144, 85.49829822, 74587.00000000, 27593601.08533533, 98939763331937.15625000, 93187891928713887744.00000000, -0.00033465, -0.01076626, 0.00000015, 0.00000010, -0.00000007, -0.00000036, 0.00013630, -0.00007243, 0.00072254, 1.01387155
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/100/processed/39_100.v3dpbd_NeuroGPSTree.swc_resampled.swc_sorted.swc, 1140.00000000, 0.00000000, 10.00000000, 117.00000000, 244.00000000, 128.00000000, 44.37499237, 38.97399139, 63.77899933, 1.99824561, 1619.75655125, 10177.23056400, 5088.61528200, 75.14035045, 131.92704762, 24.00000000, 0.93205301, 3.66803279, 1.00000000, 116.69652694, 109.80332378, 16739.00000000, 8863866.09387115, 11635888365203.43359375, 4117078649262761984.00000000, -0.00183742, -0.00224548, 0.00000270, 0.00000011, -0.00000020, -0.00000004, 0.00030103, -0.00007718, -0.00003662, 0.99912281
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/100/processed/40_100.v3dpbd_Rayshooting.swc_resampled.swc_sorted.swc, 3.00000000, 0.00000000, 1.00000000, 0.00000000, 1.00000000, 1.00000000, 5.35299683, 6.27499390, 11.49799919, 6.66666667, 14.48875999, 455.17781944, 1137.94454861, 14.15040990, 14.48875999, 1.00000000, 0.97664741, 1.00000000, -nan, 0.00000000, 0.00000000, 146.00000000, 2538.11920269, 10054.46672546, 0.00000006, -0.00017645, -0.00042184, 0.00014052, 0.00000000, 0.00000002, -0.00000000, 0.00299976, -0.00001707, 0.00002199, 3.33333333
